population,controlled_requested_percent,profile,samples,proposal_odds_multiplier,targeted_event_count,importance_estimate,importance_95_low,importance_95_high,effective_sample_size,exact_probability,relative_error_vs_exact,estimate_kind
10000,10,q60_44_41,20000,20.189189189189186,11833,1.537165100170778e-27,1.4810851447629185e-27,1.5932450555786373e-27,1.129020032782366,1.4805125675257401016770494284122499444186605373444873396837591406184225833476488E-27,0.03826548581057752,modeled_importance_sampling
10000,20,q25_22_17,20000,9.333333333333332,13492,2.545488559928422e-07,2.476067300941183e-07,2.614909818915661e-07,5.6091906776569544,2.5576896301100278999162952050896118082822069487859983404352631983253548823591536E-7,-0.004770348222853384,modeled_importance_sampling
10000,20,q60_44_41,20000,8.972972972972972,12179,5.656226077513517e-16,5.460376280179372e-16,5.852075874847662e-16,1.5530595202582405,5.6320096696926267328478001331641272668373396480336761919726625980096436939029811E-16,0.004299780938091306,modeled_importance_sampling
10000,25,q25_22_17,20000,6.999999999999999,13383,7.087038098178108e-06,6.9014369952646344e-06,7.272639201091582e-06,9.26170448610245,0.0000071516413726736710850534256905462892181846788241798414745051793202684736140283912,-0.00903334928711769,modeled_importance_sampling
10000,25,q60_44_41,20000,6.729729729729729,12032,1.7574560233532213e-12,1.6987708658849955e-12,1.8161411808214472e-12,1.0001275736618103,1.7586992211941833506888772949467909494776765180921962903883099019896927552218033E-12,-0.0007068848532939592,modeled_importance_sampling
10000,30,q25_22_17,20000,5.444444444444444,13492,9.555983841796374e-05,9.318489800134671e-05,9.793477883458077e-05,3.1608644283973133,0.000096630997568043271897030723204580512698696732177224607580675062764471425736681792,-0.01108504700394166,modeled_importance_sampling
10000,30,q60_44_41,20000,5.234234234234234,12194,9.181699832967696e-10,8.889378119986747e-10,9.474021545948646e-10,3.774779202054183,9.2756156920663417328779957117142469855946225812113602332189972213359515970344342E-10,-0.010125026975726715,modeled_importance_sampling
10000,33.33,q25_22_17,20000,4.667366736673667,13505,0.00040386602065582553,0.0003942336717266499,0.00041349836958500116,14.791871236105553,0.00040787310804390399105119453108022498256224746274601230318565123350481448762373690,-0.009824348085353872,modeled_importance_sampling
10000,33.33,q60_44_41,20000,4.487159526763487,12322,2.9360302971445348e-08,2.8463919813201475e-08,3.0256686129689225e-08,1.2653493225303984,2.9359721152839684608573937951251098782718720168312940704118268908905445732425583E-8,1.9816898213528083e-05,modeled_importance_sampling
10000,35,q25_22_17,20000,4.333333333333333,13554,0.0007893225252614708,0.0007711255770291428,0.0008075194734937988,26.848252821625014,0.00078121300094173740950877203542443791537146808387692212942504524399880631868707207,0.010380682745880462,modeled_importance_sampling
